Gender,Age,Department,Attendance (%),Midterm_Score,Final_Score,Assignments_Avg,Quizzes_Avg,Participation_Score,Projects_Score,Total_Score,Grade,Study_Hours_per_Week,Extracurricular_Activities,Internet_Access_at_Home,Parent_Education_Level,Family_Income_Level,Stress_Level (1-10),Sleep_Hours_per_Night
Male,21,Mathematics,85.2,88.3,71.29,64.8,51.91,3.74,93.2,52.4495,A,28.9,1,1,Not Reported,1,2,5.9
Male,21,Business,84.13,58.65,75.97,73.87,60.66,0.89,92.22,52.4495,A,18.6,0,1,Not Reported,1,10,8.2
Female,22,Business,69.64,51.41,82.05,69.71,53.94,4.46,81.24,92.88,B,15.1,0,1,Bachelor's,0,8,5.1
Female,20,CS,69.74,68.53,94.48,56.77,55.33,8.04,63.66,85.44,D,21.0,1,1,PhD,0,10,4.7
Female,22,Engineering,62.74,44.14,45.51,78.98,50.77,0.99,95.43,55.29,B,20.7,1,1,Not Reported,0,9,8.2
Male,23,CS,57.84,82.08,59.86,74.81,71.06,2.76,58.92,96.87,C,28.9,0,1,Master's,0,9,5.2
Female,19,Engineering,75.4314094558,71.1,82.54,83.78,58.93,3.73,52.18,83.6,A,22.7,0,1,Master's,0,1,4.2
Male,23,Engineering,54.66,69.78,96.79,69.69,92.78,1.04,89.83,55.55,F,12.7,0,1,Not Reported,0,9,5.9
Male,18,Business,96.89,58.03,96.79,56.88,87.5,7.62,78.18,93.03,A,9.7,0,1,PhD,2,8,8.1
Male,19,Business,91.33,94.28,78.29,74.97,78.66,7.87,62.32,74.05,A,24.8,1,1,Not Reported,0,8,6.2
Female,22,Engineering,92.88,45.43,51.62,94.52,74.45,8.36,83.54,63.91,B,9.5,0,0,Not Reported,1,3,6.4
Female,24,CS,95.33,92.19,47.15,73.44,62.79,5.84,88.34,91.25,A,20.7,1,1,PhD,1,8,4.2
Female,24,Business,70.43,62.6,96.76,59.78,73.75,5.07,92.23,86.92,B,8.3,0,1,Master's,1,2,7.6
Male,22,CS,92.34,92.84,66.04,54.65,82.06,2.63,64.11,81.15,B,23.0,1,1,Not Reported,0,2,5.7
Female,23,Engineering,75.4314094558,83.73,51.69,97.2,89.11,6.55,51.28,94.93,B,24.6,0,0,Not Reported,1,4,7.6
Male,22,CS,52.899,46.25,96.03,87.15,54.08,4.45,75.5,93.06,D,28.9,0,1,Master's,1,7,6.1
Male,22,CS,89.24,89.89,46.27,74.81,85.42,9.71,92.8,61.34,B,28.9,0,1,High School,2,4,6.6
Male,21,Mathematics,53.74,80.93,83.77,64.77,87.14,9.68,60.39,93.93,D,22.8,0,1,Not Reported,0,2,6.9
Male,18,CS,97.5205,43.29,77.52,94.76,77.95,9.05,71.06,68.7,B,11.9,0,1,Master's,1,5,5.0
Male,24,Engineering,83.74,48.02,45.26,58.88,60.72,3.6,62.82,71.59,C,6.3,0,1,Not Reported,2,8,5.5
Male,21,CS,87.67,78.14,60.32,76.75,76.96,3.68,50.67,97.513,A,18.9,1,1,Bachelor's,0,7,6.9
Female,22,Mathematics,62.29,79.76,49.0,85.68,75.14,8.53,94.93,87.99,D,24.1,0,1,High School,1,7,8.1
Male,20,Business,83.69,84.8,76.27,69.82,73.79,7.29,56.75,66.07,D,6.3,0,1,Not Reported,0,9,8.8
Female,21,CS,52.899,83.21,68.63,52.0,73.03,7.04,88.34,82.4,D,18.1,0,1,PhD,0,5,6.6
Male,22,CS,91.89,79.57,42.978,61.39,55.54,2.8,67.33,76.97,B,27.1,1,1,Not Reported,2,4,4.4
Female,24,Engineering,75.4314094558,85.97,96.79,95.09,59.14,8.33,63.88,55.83,B,20.9,0,0,Not Reported,0,10,8.8
Female,22,CS,84.87,74.51,60.98,74.81,54.87,5.79,97.05,94.39,F,22.1,0,1,Bachelor's,1,9,6.1
Female,18,Engineering,61.22,55.65,55.49,90.77,62.12,4.47,82.86,91.09,F,16.9,0,1,Not Reported,1,1,4.5
Female,23,CS,53.42,94.74,53.35,77.78,63.17,8.65,84.35,88.89,D,28.6,0,1,Not Reported,0,6,8.8
Male,19,CS,74.07,43.29,49.53,97.18,62.25,3.94,87.98,77.96,D,14.4,1,1,PhD,2,3,5.4
Male,21,Engineering,58.46,61.99,96.79,74.81,60.55,6.54,67.05,61.04,F,14.5,0,1,High School,0,6,7.3
Male,21,CS,86.47,83.73,57.71,74.81,86.77,4.66,78.18,94.19,B,17.9,0,0,High School,0,7,4.7
Male,21,Business,61.88,65.63,64.33,65.91,90.93,5.93,63.51,67.65,B,19.6,0,0,Bachelor's,0,1,7.6
Female,22,CS,67.12,43.29,92.28,80.08,66.36,0.41,91.73,52.4495,C,18.4,1,1,Not Reported,1,6,8.8
Female,18,CS,78.37,43.96,78.51,83.74,65.26,4.61,79.97,97.513,B,25.5,0,1,High School,0,8,8.8
Female,22,Mathematics,64.25,78.92,62.12,74.81,92.2,5.56,62.17,93.06,B,25.9,1,1,Bachelor's,1,5,4.6
Male,22,Engineering,75.4314094558,97.121,93.9,91.11,81.2,4.93,94.99,81.13,B,8.3,0,1,PhD,1,5,7.8
Female,23,Business,90.78,73.11,84.98,59.17,64.67,8.47,79.04,52.4495,A,19.9,0,1,Not Reported,0,7,7.3
Male,20,CS,58.96,70.41,53.67,74.81,85.68,3.11,74.75,61.39,D,28.9,0,1,Bachelor's,1,8,8.0
Female,18,Engineering,54.11,59.1,78.62,84.32,67.23,8.84,51.72,72.6,C,20.0,0,1,Bachelor's,1,7,5.7
Female,21,Business,66.42,55.4,95.34,74.81,79.33,4.03,95.49,81.4,C,22.2,0,1,Not Reported,2,3,6.0
Female,19,CS,71.22,43.29,69.79,71.99,99.63,6.95,97.61,85.41,C,26.5,1,1,Bachelor's,2,6,5.7
Female,21,Business,77.13,56.38,84.02,98.19,65.08,0.87,78.13,89.41,C,26.7,0,1,PhD,2,9,7.8
Female,22,Engineering,68.62,66.95,96.79,81.29,96.53,2.0,72.13,77.78,A,6.3,0,0,High School,0,2,8.0
Male,18,CS,89.5,51.88,81.42,97.45,66.03,7.61,67.98,82.81,A,11.0,0,1,Not Reported,1,9,5.2
Female,24,Engineering,52.899,45.24,46.15,86.12,77.01,0.12,63.4,90.56,D,26.6,0,1,Not Reported,1,3,6.9
Male,18,Engineering,71.59,83.06,54.67,86.23,73.0,9.69,78.73,85.99,C,21.7,0,1,Master's,0,3,4.6
Male,18,CS,69.11,93.68,75.71,79.59,89.16,1.91,56.4,97.513,A,20.8,0,1,Bachelor's,2,10,4.2
Male,20,Engineering,82.38,96.21,56.53,57.11,53.05,9.01,95.96,93.73,F,26.5,1,1,Not Reported,0,2,7.1
Male,21,CS,97.5205,77.08,96.79,74.81,81.36,5.16,58.8,58.47,A,25.2,0,1,PhD,1,3,8.2
Male,20,Engineering,75.52,43.29,64.32,62.63,88.03,5.65,87.28,97.37,C,23.8,1,1,Master's,0,7,8.5
Male,24,Business,97.5205,84.45,67.43,99.93,73.61,0.84,65.34,60.21,B,6.3,0,1,Not Reported,1,3,7.1
Male,24,Engineering,65.11,46.61,82.1,63.35,55.26,3.65,61.3,97.513,F,24.5,0,1,PhD,1,1,8.0
Male,23,Mathematics,52.899,80.18,71.45,61.53,62.24,1.56,77.89,85.07,D,10.0,1,1,PhD,2,4,6.0
Female,19,CS,58.28,86.76,62.93,81.19,83.98,5.26,88.26,81.38,F,6.3,0,1,Not Reported,1,7,8.4
Female,23,Engineering,69.76,83.55,44.6,75.55,94.77,5.51,86.34,66.22,B,17.3,0,1,Not Reported,1,6,7.9
Male,22,Business,75.4314094558,97.11,75.79,51.07,71.08,7.1,61.69,56.66,B,28.6,0,0,Not Reported,1,10,5.5
Male,20,Engineering,75.4314094558,84.29,92.05,56.48,78.02,8.78,66.53,56.31,C,27.2,0,1,PhD,2,3,7.0
Male,20,Engineering,71.63,81.59,81.15,90.55,61.42,4.68,93.44,93.33,B,28.9,1,1,Not Reported,0,1,4.3
Female,23,CS,66.91,55.7,62.89,74.18,70.61,2.33,86.16,71.62,F,11.2,0,1,PhD,1,8,4.7
Female,22,CS,75.4314094558,95.49,47.66,57.3,66.84,3.34,85.63,77.99,F,22.4,1,1,Bachelor's,0,2,8.7
Male,18,CS,64.81,50.77,88.98,73.26,82.78,8.47,63.45,96.59,B,6.4,1,0,PhD,1,5,4.2
Male,22,Mathematics,94.32,94.29,96.5,62.66,99.23,1.46,89.6,62.77,B,25.1,0,1,Not Reported,0,3,5.0
Female,21,CS,75.4314094558,58.76,63.3,61.18,90.67,6.27,67.92,88.2,F,18.1,0,1,Not Reported,0,4,4.7
Female,23,Business,85.7,47.81,83.72,97.89,59.61,0.13,70.07,73.52,B,28.9,0,1,Master's,2,3,7.5
Male,22,Engineering,80.6,89.6,64.65,68.1,78.88,2.46,64.38,60.64,C,11.0,0,1,High School,1,3,4.5
Male,18,CS,71.36,43.29,70.14,52.32,53.32,5.91,56.07,92.65,D,24.6,0,1,Not Reported,2,3,4.2
Male,22,Engineering,61.95,89.93,90.19,98.52,62.35,4.56,71.02,84.0,F,9.3,1,1,Not Reported,1,10,8.7
Male,20,Business,68.45,55.74,45.01,89.74,58.61,4.94,50.85,54.75,D,12.2,1,1,Bachelor's,1,8,8.4
Female,19,Business,79.61,93.08,71.82,62.72,66.78,6.61,72.8,77.09,D,12.4,1,1,High School,1,1,5.8
Female,20,CS,75.4314094558,81.49,52.88,70.44,83.94,2.35,86.25,92.59,F,19.4,0,1,Not Reported,0,2,4.5
Male,24,CS,60.74,79.97,60.39,93.11,74.97,2.81,98.04,53.35,C,14.1,1,1,Master's,0,2,7.4
Male,19,CS,55.82,61.92,78.67,67.87,96.65,6.84,53.93,70.81,F,16.0,0,1,Bachelor's,1,9,8.4
Male,24,CS,75.4314094558,43.56,42.978,78.37,60.64,5.38,64.06,90.26,A,18.0,0,1,Master's,1,7,8.8
Female,22,Engineering,72.02,89.8,75.63,76.74,68.21,0.15,74.71,92.92,B,6.4,1,0,Not Reported,2,10,4.7
Male,21,Business,81.26,50.25,57.01,70.06,66.49,6.7,58.52,88.77,A,21.6,1,1,PhD,0,7,7.0
Male,22,CS,74.52,62.34,80.17,81.98,61.8,6.2,55.84,65.29,F,21.2,0,1,Bachelor's,1,8,6.2
Male,18,Business,93.63,76.02,48.49,73.66,99.66,0.79,72.62,75.35,B,28.9,1,1,High School,0,2,4.8
Female,22,Engineering,77.35,68.94,84.15,51.06,69.36,7.48,79.04,87.06,B,8.3,0,1,High School,1,10,8.0
Male,19,CS,74.04,51.92,78.74,90.72,97.03,5.22,91.01,57.63,A,6.3,0,1,High School,1,1,7.9
Female,20,CS,96.23,48.44,96.79,55.66,69.52,2.05,99.89,79.75,B,8.3,1,1,Not Reported,0,6,8.8
Male,21,Business,75.4314094558,47.39,94.67,73.2,60.2,5.59,88.71,86.02,F,15.6,1,1,Master's,1,3,4.4
Male,24,Business,55.58,91.78,57.0,79.0,55.96,5.95,61.07,92.5,D,10.3,1,1,PhD,1,2,5.2
Male,22,Engineering,58.89,43.29,42.978,85.28,92.78,9.2,87.4,55.58,C,10.4,0,1,Master's,1,3,8.1
Female,22,CS,89.36,97.121,79.32,70.54,51.6,7.42,76.86,66.48,A,26.7,0,0,PhD,1,4,6.0
Male,20,CS,91.79,51.91,76.17,86.78,98.22,3.02,72.54,77.08,A,13.1,0,1,Bachelor's,0,5,6.4
Male,21,CS,77.26,46.62,42.978,56.57,70.91,1.18,96.79,85.05,A,15.4,1,1,Not Reported,2,10,7.1
Female,23,Engineering,77.72,74.62,47.36,82.67,62.37,8.53,85.1,86.5,B,22.1,0,1,High School,2,10,6.0
Female,24,Business,81.6,44.8,75.08,91.32,80.87,8.46,84.08,62.66,C,13.5,0,1,High School,1,4,4.2
Female,22,CS,71.96,76.15,94.71,94.47,56.65,1.75,50.59,52.4495,C,18.9,1,1,PhD,1,8,7.0
Male,22,Business,84.01,91.04,94.39,74.81,53.61,0.62,93.25,84.69,B,18.1,0,1,Master's,0,6,5.1
Female,23,Engineering,55.42,43.29,49.09,65.64,91.39,7.12,89.67,95.46,D,11.5,0,1,Bachelor's,0,7,8.8
Male,24,Engineering,97.5205,87.99,63.07,58.17,71.23,7.23,64.95,89.88,A,22.9,1,0,PhD,1,4,7.5
Female,19,Mathematics,87.51,63.67,42.978,67.28,75.91,1.77,64.61,81.12,B,25.9,0,1,High School,0,7,8.2
Female,19,CS,81.56,49.57,68.16,77.0,58.83,6.68,52.67,97.513,D,24.6,1,1,PhD,0,5,8.8
Female,18,Mathematics,65.82,50.57,85.19,59.82,53.07,2.79,52.54,71.66,B,14.9,1,1,Not Reported,1,2,4.3
Male,20,CS,58.05,95.13,87.4,97.63,68.39,2.61,83.43,76.25,C,28.3,0,1,Not Reported,0,9,4.7
Male,21,CS,70.47,46.64,69.94,94.86,75.31,3.25,59.31,52.4495,C,27.5,0,1,Not Reported,0,2,8.0
Male,22,Business,83.08,92.01,45.75,51.65,88.27,5.2,96.18,97.3,F,11.7,0,1,Not Reported,0,2,8.4
Male,24,Mathematics,75.4314094558,72.65,62.88,78.1,75.05,8.04,92.12,79.17,F,8.1,0,1,Not Reported,1,3,4.2
Male,22,Engineering,69.13,43.29,95.93,89.47,89.13,4.99,67.44,69.54,D,27.3,0,1,Bachelor's,1,4,8.7
Male,18,Engineering,80.66,67.87,53.78,62.27,55.77,2.98,69.0,52.4495,B,23.6,1,1,PhD,0,7,6.3
Male,24,Business,90.69,89.05,59.19,76.19,53.2,8.84,66.36,68.12,A,12.8,0,1,Bachelor's,1,5,6.3
Male,24,Business,52.899,83.57,84.81,70.3,57.94,0.55,54.62,52.4495,F,12.6,0,1,High School,0,7,8.4
Male,22,CS,72.53,69.33,84.01,59.83,88.6,7.97,51.57,66.22,B,13.1,0,1,Master's,0,1,5.4
Female,20,Business,75.4314094558,91.6,94.73,80.74,87.97,7.84,72.61,97.513,C,26.5,0,1,Not Reported,0,4,6.9
Female,18,Engineering,77.31,47.22,63.29,99.68,57.07,2.54,97.15,57.71,B,11.0,0,1,Master's,0,2,5.7
Male,20,Engineering,82.57,94.6,70.88,68.26,51.55,1.98,95.86,77.27,D,21.3,0,1,PhD,0,6,4.6
Male,18,Engineering,75.83,90.79,68.04,77.62,84.26,8.75,90.49,59.33,A,25.9,0,1,Bachelor's,2,2,5.8
Male,22,Engineering,97.5205,82.5,95.67,66.39,92.76,5.59,81.43,89.17,A,14.7,1,1,Not Reported,2,4,4.9
Male,18,Mathematics,52.899,89.07,86.16,93.85,87.71,0.46,92.81,78.12,C,6.5,1,1,Master's,1,5,6.6
Female,19,Engineering,74.55,72.63,89.89,74.81,60.14,8.91,75.75,60.11,C,24.0,0,1,PhD,0,8,6.6
Female,24,Mathematics,54.57,80.51,47.99,58.94,79.19,3.49,59.01,93.31,C,6.3,0,1,Master's,1,5,6.2
Male,21,CS,57.99,73.64,87.51,95.0,87.87,3.42,84.21,89.2,D,25.8,0,1,High School,1,2,4.9
Female,22,Business,69.15,61.33,65.98,57.58,62.79,6.43,96.03,97.513,C,14.0,1,1,Not Reported,0,10,4.6
Female,23,Business,57.78,74.13,42.978,54.77,76.39,6.61,50.98,52.4495,D,25.0,0,1,Not Reported,0,8,4.5
Male,21,Engineering,97.5205,55.45,43.61,82.65,65.72,3.53,62.57,72.86,A,18.6,0,1,Bachelor's,1,8,4.6
Male,22,Engineering,97.34,66.42,80.67,69.3,61.28,1.43,63.27,97.513,B,14.0,1,1,PhD,0,10,5.5
Male,21,Engineering,66.81,56.85,62.32,76.54,98.48,5.52,54.95,90.56,C,27.5,1,1,PhD,1,1,4.2
Male,19,Business,81.99,47.37,92.09,82.63,95.63,6.25,61.27,91.56,C,24.2,1,1,Not Reported,0,9,4.3
Female,21,Business,76.69,59.31,84.06,52.64,72.28,8.6,69.2,81.06,D,7.0,0,1,PhD,1,8,6.4
Male,18,CS,90.78,91.12,42.978,64.65,56.84,4.84,96.99,85.64,A,28.3,0,1,PhD,1,1,4.9
Female,21,Business,81.37,62.86,81.21,73.05,86.4,6.46,93.01,90.27,A,16.7,0,1,Not Reported,1,9,5.3
Male,22,Engineering,52.899,84.88,51.54,63.33,62.79,0.54,97.3,54.61,D,8.7,0,1,High School,0,9,5.8
Female,23,CS,88.16,50.51,65.35,52.45,58.43,8.95,56.03,84.63,A,24.3,0,1,High School,2,8,4.2
Male,23,Business,87.34,65.47,77.48,54.33,69.08,3.27,51.4,90.77,A,17.9,0,1,Bachelor's,0,10,5.1
Male,20,Engineering,75.49,46.89,92.36,90.09,76.49,6.32,55.49,52.4495,F,21.8,0,1,High School,1,7,7.9
Female,24,Business,95.15,48.32,67.37,95.57,54.87,9.16,95.71,64.85,A,22.4,0,1,High School,0,6,5.7
Female,21,CS,95.42,77.05,88.51,57.61,78.59,8.11,57.87,66.2,A,9.9,0,0,Not Reported,0,5,4.9
Female,23,CS,76.2,76.45,86.98,74.81,50.77,6.38,78.63,92.73,D,28.9,0,1,High School,1,6,5.0
Male,21,Engineering,80.4,52.8,64.87,82.61,94.59,7.04,61.38,89.02,D,7.6,1,1,High School,0,1,8.8
Female,24,CS,97.5205,68.47,70.06,97.71,96.04,9.21,51.03,82.82,A,20.1,1,1,High School,1,1,4.7
Female,23,Business,64.94,91.8,82.03,64.98,86.65,8.12,54.23,90.24,B,8.7,0,1,Master's,1,9,8.5
Female,24,CS,66.23,50.45,42.978,92.76,73.33,6.1,85.49,72.67,A,26.9,1,1,High School,2,6,4.4
Female,21,Engineering,59.14,43.29,93.45,75.3,62.74,6.59,59.12,93.74,D,9.3,0,1,Master's,2,3,8.4
Female,22,CS,94.79,79.12,86.19,97.83,87.21,1.47,61.46,61.71,A,16.0,0,0,Not Reported,0,9,6.5
Female,21,CS,87.22,43.29,54.96,56.81,96.59,4.7,68.86,85.23,A,7.2,1,0,High School,0,3,7.0
Female,24,Business,55.28,97.121,96.79,74.81,57.93,3.01,82.86,62.09,F,16.2,0,1,PhD,1,9,5.2
Female,22,CS,97.5205,76.58,50.76,72.05,73.29,4.32,73.47,52.4495,A,6.3,0,1,Master's,0,5,8.5
Female,22,Engineering,86.55,68.22,94.85,97.65,65.76,6.62,97.23,64.21,B,16.1,1,1,High School,1,1,6.9
Male,20,Mathematics,92.53,65.8,59.47,72.93,67.84,1.49,71.71,74.65,A,22.2,1,0,PhD,0,5,7.4
Male,23,Engineering,75.4314094558,74.38,85.79,76.5,70.29,0.17,59.96,92.17,A,9.6,0,1,Bachelor's,1,10,6.8
Female,18,Business,75.25,45.44,67.38,90.24,97.59,3.97,76.81,75.44,F,18.8,0,1,Master's,1,2,4.6
Male,22,CS,84.93,95.8,84.19,86.13,62.93,3.22,72.54,58.96,A,16.9,0,1,Not Reported,1,2,8.2
Male,24,CS,77.15,77.54,49.35,80.98,74.63,4.2,89.36,97.513,D,13.4,1,0,Not Reported,0,1,4.9
Female,23,Business,83.33,51.04,56.17,70.85,97.57,9.31,96.76,63.5,A,21.8,1,1,PhD,0,10,5.5
Female,19,Business,75.4314094558,73.75,45.99,89.62,73.8,7.07,91.81,97.513,B,28.9,1,0,Master's,0,4,7.3
Female,21,Engineering,68.72,48.0,91.91,97.41,93.18,3.27,69.45,96.82,B,28.4,0,1,Not Reported,1,4,4.5
Female,24,Engineering,92.43,43.29,57.78,50.49,52.94,1.79,60.81,77.12,A,28.9,0,1,High School,2,5,8.7
Female,19,Engineering,58.15,77.83,81.67,79.39,97.65,6.18,95.72,54.6,D,6.3,1,1,Not Reported,1,4,4.6
Female,24,CS,63.54,78.91,89.21,93.3,59.38,6.58,69.3,84.77,B,11.4,1,1,High School,2,2,7.3
Male,21,Business,52.899,75.02,94.09,82.66,99.0,4.84,88.51,92.29,C,28.1,1,0,Not Reported,0,5,7.2
Female,20,Engineering,68.22,51.01,46.38,90.04,58.78,2.13,99.48,72.27,B,6.3,0,1,Not Reported,1,8,7.5
Male,24,Engineering,69.0,76.21,93.58,94.75,72.22,0.29,78.87,61.95,F,14.1,0,1,Master's,2,6,6.2
Female,22,Business,90.26,43.39,51.84,87.55,65.43,2.66,73.99,90.14,A,21.3,0,1,Not Reported,0,5,5.9
Female,18,CS,82.66,76.55,84.21,74.81,71.66,4.57,84.99,77.25,F,28.9,0,1,Not Reported,2,7,8.8
Male,22,CS,71.84,73.24,83.73,98.24,62.53,7.88,59.7,59.88,D,11.9,1,1,High School,1,1,8.1
Female,21,Business,82.61,79.32,42.978,93.18,98.27,8.54,74.41,97.48,C,24.1,0,1,Not Reported,2,6,6.4
Female,24,Business,52.899,93.73,53.24,90.77,65.29,4.13,65.62,97.4,D,21.5,0,1,Not Reported,0,2,4.9
Male,18,Engineering,59.01,91.02,69.51,54.32,82.66,7.96,58.21,68.35,C,20.3,0,1,Not Reported,1,5,8.5
Female,22,CS,81.35,97.121,65.2,74.81,56.87,9.93,80.51,53.2,D,23.6,0,1,Not Reported,0,10,7.2
Male,18,CS,82.07,97.121,95.11,77.84,91.22,7.17,78.79,81.54,B,11.3,1,1,Bachelor's,0,4,4.7
Female,21,Engineering,88.71,86.34,61.58,85.48,77.13,7.29,88.06,65.86,B,13.5,0,1,Not Reported,2,7,4.9
Female,20,CS,70.15,97.121,96.22,65.16,98.97,9.1,93.65,53.32,B,19.0,0,0,Not Reported,1,9,6.7
Male,20,Business,86.13,92.04,67.57,54.67,71.17,3.38,61.02,94.59,A,16.0,0,1,Master's,1,9,6.5
Female,24,Mathematics,75.4314094558,83.65,96.79,65.55,59.77,0.11,88.99,97.513,D,23.0,0,0,Bachelor's,1,10,6.0
Male,22,Business,75.4314094558,44.52,84.24,74.81,67.3,9.87,68.37,67.52,C,25.0,0,1,Not Reported,1,1,6.1
Male,19,CS,60.76,43.29,89.76,93.87,86.85,4.9,81.44,87.24,D,18.2,0,1,High School,2,7,4.9
Male,21,Business,77.58,90.26,46.29,95.65,82.96,7.86,92.51,53.29,A,14.8,1,0,High School,2,7,5.3
Female,22,CS,80.09,69.38,75.17,68.94,88.92,8.12,62.81,68.49,F,27.8,0,1,Bachelor's,1,5,6.5
Female,22,CS,97.5205,88.88,48.56,68.63,53.67,3.98,80.05,55.44,A,23.7,0,1,Not Reported,2,8,4.3
Male,20,CS,60.06,58.78,57.86,70.34,79.02,5.41,74.02,52.77,C,21.8,0,1,Bachelor's,0,10,5.8
Female,24,CS,76.16,63.86,77.41,68.79,96.61,5.4,89.53,79.44,A,6.4,1,1,Not Reported,0,4,5.1
Female,18,Mathematics,67.31,82.01,83.57,83.31,55.4,2.2,84.86,90.1,D,18.2,0,0,Master's,0,1,4.9
Female,21,CS,76.29,94.92,42.978,67.92,54.72,1.18,88.48,72.65,C,8.0,0,1,PhD,2,4,4.7
Male,18,CS,61.61,45.27,71.86,51.02,85.83,5.44,64.4,76.21,D,21.5,0,0,High School,1,2,4.7
Female,23,Mathematics,52.899,91.69,73.92,71.95,65.76,1.2,85.22,63.54,F,12.5,1,0,Bachelor's,2,3,4.8
Male,23,CS,78.63,87.58,44.73,61.21,82.93,3.46,80.29,86.82,B,23.5,0,1,High School,0,4,5.9
Female,21,Business,66.79,58.93,70.04,51.44,77.27,1.86,72.83,68.05,C,24.5,0,1,Not Reported,0,7,4.5
Female,24,CS,59.1,61.31,82.83,73.54,99.3,7.07,68.92,53.37,C,12.5,0,1,High School,1,9,8.5
Male,19,CS,66.2,43.29,43.19,60.3,94.45,8.72,66.58,58.28,D,28.9,0,1,Not Reported,0,4,6.5
Female,23,Mathematics,52.899,43.29,85.62,72.64,83.9,5.78,50.48,56.42,D,17.9,1,1,Bachelor's,2,2,6.5
Male,20,CS,97.52,68.62,74.59,63.89,63.08,4.1,58.48,71.79,B,10.4,0,1,PhD,1,10,5.1
Female,19,Engineering,79.06,45.73,89.99,80.19,63.1,9.97,52.95,53.26,F,24.4,0,1,Not Reported,1,10,8.3
Male,22,CS,90.74,51.64,53.08,99.54,94.11,0.21,92.42,90.32,A,24.0,0,1,Master's,1,4,8.1
Female,23,CS,71.16,90.81,90.0,77.36,79.27,3.04,93.0,95.4,F,15.3,0,1,High School,1,8,4.2
Female,20,CS,95.17,74.26,45.67,82.34,89.46,2.79,92.31,62.42,A,21.5,0,1,Bachelor's,1,2,7.7
Female,22,CS,74.17,78.02,64.23,95.96,72.49,3.56,90.9,74.28,D,6.3,0,1,Not Reported,0,8,4.9
Male,19,CS,78.7,51.25,51.97,68.7,55.15,2.31,61.07,75.95,B,12.3,0,1,Not Reported,2,5,6.8
Male,21,Business,74.59,89.72,92.56,74.81,66.63,2.64,74.59,97.513,C,27.0,0,1,Not Reported,1,2,8.4
Male,22,Engineering,86.66,92.08,82.3,64.14,58.06,2.58,95.39,53.28,B,10.8,0,1,Master's,0,8,8.7
Female,18,CS,78.33,71.4,42.978,70.14,89.09,5.06,87.99,83.39,A,27.6,1,0,High School,1,2,4.9
Male,21,Engineering,63.58,94.75,42.978,82.25,85.03,3.91,50.09,67.29,B,19.5,0,1,Master's,1,4,8.7
Male,21,Mathematics,57.28,90.69,57.47,50.23,54.42,6.39,72.97,75.09,D,27.6,0,1,Not Reported,2,2,4.3
Male,19,Mathematics,80.31,83.88,48.6,92.67,81.07,5.14,50.53,60.85,C,8.3,0,1,High School,2,6,8.5
Male,19,Business,74.46,84.04,77.82,53.8,93.71,1.83,64.03,58.01,A,16.6,0,1,Not Reported,0,3,7.9
Male,20,Business,54.8,46.32,79.83,95.03,84.87,8.1,71.79,62.18,C,12.4,0,1,PhD,0,7,8.6
Male,20,CS,69.78,56.25,96.52,97.47,75.56,4.72,94.64,53.56,F,27.2,0,1,High School,0,6,5.8
Male,18,CS,75.74,44.01,96.79,99.51,65.59,1.53,82.72,63.9,D,13.5,0,1,Not Reported,0,1,8.7
Male,21,Engineering,91.34,43.29,79.53,74.81,94.35,1.67,68.12,84.52,A,19.7,0,1,Master's,1,9,8.1
Male,24,Engineering,53.81,49.5,42.978,57.09,71.14,7.97,74.53,82.57,F,25.7,0,1,PhD,1,7,5.6
Male,18,Engineering,67.42,92.83,61.54,85.31,92.77,7.03,90.87,77.72,A,10.7,1,1,Not Reported,2,1,5.7
Female,18,Engineering,91.13,54.39,70.79,60.17,89.15,5.07,64.98,52.4495,A,6.3,1,1,Not Reported,2,4,5.8
Female,24,Mathematics,82.42,97.121,69.95,94.86,90.81,3.06,80.75,56.29,D,17.4,1,1,PhD,1,4,6.9
Male,24,Business,64.5,75.84,76.2,65.83,99.49,4.61,63.11,92.14,A,22.1,1,1,Bachelor's,1,6,4.9
Female,24,Engineering,92.27,54.24,96.79,66.34,87.44,6.36,74.0,63.59,A,23.0,1,1,Bachelor's,1,3,6.2
Female,19,Business,74.66,69.83,93.11,95.88,51.7,8.79,51.23,95.61,C,15.4,1,0,PhD,1,2,4.3
Male,18,CS,74.92,53.15,46.53,50.66,60.27,5.56,92.61,93.73,A,7.0,0,0,Not Reported,0,3,5.8
Male,18,CS,97.5205,97.121,55.96,59.7,51.76,2.77,52.42,57.75,A,15.1,1,1,Not Reported,0,4,7.3
Male,22,CS,97.36,90.84,89.99,74.81,59.5,0.43,61.22,94.91,B,8.0,0,1,High School,2,8,6.9
Female,24,Engineering,67.93,43.29,89.46,85.04,53.07,1.75,66.68,81.39,A,6.8,0,1,Not Reported,1,8,5.6
Male,24,CS,57.03,96.87,56.52,82.38,75.08,6.5,81.26,81.51,F,12.6,0,0,Not Reported,1,1,5.3
Female,20,Business,66.28,83.26,83.84,83.47,51.41,1.6,86.0,92.63,C,24.4,0,1,Not Reported,2,9,5.6
Male,20,CS,52.899,44.94,80.32,94.0,73.63,4.82,54.02,70.25,D,24.2,0,1,Bachelor's,0,4,4.3
Female,21,Engineering,52.899,80.24,68.41,56.05,94.94,6.99,52.17,86.76,F,20.2,0,1,Not Reported,1,4,5.3
